Company,Stand Info,Country,Description,Keywords,combined_text,competitor
AKUMENIA,"Stand No- 9B-29, Hall 9",Morocco,"Imagine your organization's data as a gold mine of insights and opportunities. Managing this treasure securely and efficiently is the challenge in today's data ecosystems. Although the cloud offers significant opportunities, secur ...","Digital Finance, Cyber security, Cloud Services, Coding and Development, Big Data & Analytics, Chatbots / Virtual Assistant, Computer Vision, Data Extraction, Deep Learning Platforms, Machine Learning","AKUMENIA Digital Finance, Cyber security, Cloud Services, Coding and Development, Big Data & Analytics, Chatbots / Virtual Assistant, Computer Vision, Data Extraction, Deep Learning Platforms, Machine Learning Imagine your organization's data as a gold mine of insights and opportunities. Managing this treasure securely and efficiently is the challenge in today's data ecosystems. Although the cloud offers significant opportunities  secur ...",9
AL AKHAWAYN UNIVERSITY,"Stand No- 17B-10, Hall 17",Morocco,"Al Akhawayn University in Ifrane is an independent, public, not-for-profit, coeducational, Moroccan university committed to educating future citizen-leaders of Morocco and the world through a globally oriented, English -language, ...",,AL AKHAWAYN UNIVERSITY  Al Akhawayn University in Ifrane is an independent  public  not-for-profit  coeducational    university committed to educating future citizen-leaders of   and the world through a globally oriented  English -language  ...,2
AL NOORI COMPUTERS & STATIONERY LLC,"Stand No- 6A-7, Hall 6",United Arab Emirates,"Established in 1991, Al Noori Computers LLC has been an integral part of several businesses all over the world. With our founder, Mr. Suresh Gehi's, leadership we have grown by leaps and bounds. Our successful 33 years track reco ...","Retail Tech, Data Centres, Consumer Tech, Smart Home & Smart Workplace, Computer and Mobile Hardware, Storage & Peripherals, Office Automation & Equipment, Printing Solutions, Smart Phones, Tablets / Laptops, Telecommunication, Video Systems & Equipment","AL NOORI COMPUTERS & STATIONERY LLC Retail Tech, Data Centres, Consumer Tech, Smart Home & Smart Workplace, Computer and Mobile Hardware, Storage & Peripherals, Office Automation & Equipment, Printing Solutions, Smart Phones, Tablets / Laptops, Telecommunication, Video Systems & Equipment Established in 1991  Al Noori Computers LLC has been an integral part of several businesses all over the world. With our founder  Mr. Suresh Gehi's  leadership we have grown by leaps and bounds. Our successful 33 years track reco ...",4
ALABASTER AGRO-ALLIED INDUSTRIES LIMITED,"Stand No- 8H-07, Hall 8",Nigeria,"We provide cold chain as a service for smallholder fruit farmers which includes digital ordering systems, cooling and remote temperature systems.",,ALABASTER AGRO-ALLIED INDUSTRIES LIMITED  We provide cold chain as a service for smallholder fruit farmers which includes digital ordering systems  cooling and remote temperature systems.,1
ALENDEI PLATFORMS PVT LTD,"Stand No- 8M-40, 8M-41, Hall 8",India,"Whitelabel AI platform: Engage customers seamlessly on WhatsApp, Email, Insta, Google. Trusted by 100+ Enterprise,Digital Agency with 5* google review",,ALENDEI PLATFORMS PVT LTD  Whitelabel AI platform: Engage customers seamlessly on WhatsApp  Email  Insta  Google. Trusted by 100+ Enterprise Digital Agency with 5* google review,8
ALEXSYS SOLUTIONS,"Stand No- 3A-12, Hall 3",Morocco,"Alexsys is a leading player in innovative technology consulting and management for businesses. We pride ourselves on being a true ""game changer,"" consistently delivering significant value to assist our clients in winning their dig ...","Internet of Things (IOT), Cyber security, Cloud Services, Coding and Development, Artificial Intelligence, Chatbots / Virtual Assistant, Data Extraction, Machine Learning, Planning and Optimization, Predictive APIs","ALEXSYS SOLUTIONS Internet of Things (IOT), Cyber security, Cloud Services, Coding and Development, Artificial Intelligence, Chatbots / Virtual Assistant, Data Extraction, Machine Learning, Planning and Optimization, Predictive APIs Alexsys is a leading player in innovative technology consulting and management for businesses. We pride ourselves on being a true ""game changer "" consistently delivering significant value to assist our clients in winning their dig ...",9
ALGAM,"Stand No- 3E-12, Hall 3",France,"Algam Enterprise est spécialisée dans la distribution de matériel professionnel de sonorisation, de systèmes AV & contrôle, de vidéo et d’éclairage pour les prestataires techniques, les intégrateurs audiovisuels, les soc ...",,ALGAM  Algam Enterprise est spécialisée dans la distribution de matériel professionnel de sonorisation  de systèmes AV & contrôle  de vidéo et d’éclairage pour les prestataires techniques  les intégrateurs audiovisuels  les soc ...,1
ALGO CONSULTING GROUP,"Stand No- 15B-80, Hall 15",Morocco,"In ALGO Consulting, We are dedicated to delivering innovative solutions that meet the unique needs of our clients and drive their success. With a team of experienced professionals, state-of-the-art technology, and a focus on deliv ...","Software Services, Smart Cities, Ecommerce, Coding and Development, Backend Development, Blockchain, Devops, Embedded System Development, Enterprise Applications, Frontend Development","ALGO CONSULTING GROUP Software Services, Smart Cities, Ecommerce, Coding and Development, Backend Development, Blockchain, Devops, Embedded System Development, Enterprise Applications, Frontend Development In ALGO Consulting  We are dedicated to delivering innovative solutions that meet the unique needs of our clients and drive their success. With a team of experienced professionals  state-of-the-art technology  and a focus on deliv ...",8
ALİENFENCE,"Stand No- 19B-52, Hall 19",Türkiye,"Alienfence is a startup company established in 2023 at Gebze/ TURKEY Informatics Valley, a technopark. Specializing in artificial intelligence and image processing fields, we boast a global R&D team comprising engineers with 10-15 ...",,ALİENFENCE  Alienfence is a startup company established in 2023 at Gebze/ TURKEY Informatics Valley  a technopark. Specializing in artificial intelligence and image processing fields  we boast a global R&D team comprising engineers with 10-15 ...,8
ALKORA,"Stand No- 9D-30, Hall 9",Morocco,"Alkora : Revolutionizing Football Fandom. Overview : Alkora is a leading football app, offering real-time updates, news, and analyses. With over 4 million installs, we dominate the MENA region , ranking #1 in Algeria and top 2 ...",,ALKORA  Alkora : Revolutionizing Football Fandom. Overview : Alkora is a leading football app  offering real-time updates  news  and analyses. With over 4 million installs  we dominate the MENA region   ranking #1 in Algeria and top 2 ...,1
ALMAXYRA & COMPANY,"Stand No- 8G20, 8G21, Hall 8",Morocco,"Nous sommes fournisseur de solutions robotiques éducatives, axées sur les métiers de l’industrie 4.0, destinées à l’enseignement secondaire (collège et lycée) ainsi qu’à l’enseignement supérieur (écoles d’ingé ...","Education Tech, Artificial Intelligence, Articulated Robots, Cobots, Humanoids & Humanoid Robots, Artificial Intelligence & IOT, EdTech & Smart Classroom Solution, Laboratory & Scientific Equipment, STEAM Education & Robotics, Training materials","ALMAXYRA & COMPANY Education Tech, Artificial Intelligence, Articulated Robots, Cobots, Humanoids & Humanoid Robots, Artificial Intelligence & IOT, EdTech & Smart Classroom Solution, Laboratory & Scientific Equipment, STEAM Education & Robotics, Training materials Nous sommes fournisseur de solutions robotiques éducatives  axées sur les métiers de l’industrie 4.0  destinées à l’enseignement secondaire (collège et lycée) ainsi qu’à l’enseignement supérieur (écoles d’ingé ...",9
ALMB | LOUERMABORNE.FR | ACHETERMABORNE.FR,"Stand No- 8P-27, Hall 8",France,NC,,ALMB | LOUERMABORNE.FR | ACHETERMABORNE.FR  NC,1
ALV DISTRIBUTION,"Stand No- 3E-13, Hall 3",France,ALV DISTRIBUTION est le distributeur officiel de L-ACOUSTICS pour le Maghreb & l'Afrique francophone à savoir : Maroc •Algérie •Bénin •Burkina Faso •Burundi •Cameroun •Centrafrique •Congo-Brazzaville •Congo-Kins ...,"Creative Economy, Consumer Tech, Smart Home & Smart Workplace, Audio Systems & Equipment, Communication Equipment, Digital Imaging Equipment, Electronic Components (Connection Devices, Electron Tubes, Etc), Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc), Headphones, Home Entertainment Solutions / Integration Systems, Large Appliances","ALV DISTRIBUTION Creative Economy, Consumer Tech, Smart Home & Smart Workplace, Audio Systems & Equipment, Communication Equipment, Digital Imaging Equipment, Electronic Components (Connection Devices, Electron Tubes, Etc), Electronic Equipment & Instruments (Barcode Readers, POS Machines, Etc), Headphones, Home Entertainment Solutions / Integration Systems, Large Appliances ALV DISTRIBUTION est le distributeur officiel de L-ACOUSTICS pour le Maghreb & l'Afrique francophone à savoir :   •Algérie •Bénin •Burkina Faso •Burundi •Cameroun •Centrafrique •Congo-Brazzaville •Congo-Kins ...",1
ALYA,"Stand No- 21H-25, Hall 21",Morocco,"Alya allows consumers to complete their purchase in 2, 3 or 4 interest-free instalments and no fees. We also enable merchants to increase their average order value, conversation rates and sales, both online and in-store. Alya is ...","Digital Finance, Retail Tech, Ecommerce, Big Data & Analytics, Machine Learning, Digital Lending, Digital Payment, E-Commerce Solutions, Platforms, E-commerce & M-commerce - Mobile Commerce","ALYA Digital Finance, Retail Tech, Ecommerce, Big Data & Analytics, Machine Learning, Digital Lending, Digital Payment, E-Commerce Solutions, Platforms, E-commerce & M-commerce - Mobile Commerce Alya allows consumers to complete their purchase in 2  3 or 4 interest-free instalments and no fees. We also enable merchants to increase their average order value  conversation rates and sales  both online and in-store. Alya is ...",6
